Fecha,Pedidos,"Ventas brutas",Devoluciones,Cupones,"Ventas netas",Impuestos,Envío,"Ventas totales"
"2025-10-26 00:00:00",1,99950,0,0,99950,0,0,99950
"2025-10-25 00:00:00",3,207540,0,0,207540,0,4000,211540
"2025-10-24 00:00:00",1,21800,0,0,21800,0,4000,25800
"2025-10-23 00:00:00",1,32750,0,0,32750,0,4000,36750
"2025-10-22 00:00:00",0,0,0,0,0,0,0,0
"2025-10-21 00:00:00",4,474700,0,0,474700,0,0,474700
"2025-10-20 00:00:00",2,56450,0,0,56450,0,8000,64450
"2025-10-19 00:00:00",4,201630,0,0,201630,0,12000,213630
"2025-10-18 00:00:00",1,12250,0,0,12250,0,4000,16250
"2025-10-17 00:00:00",2,42590,0,0,42590,0,0,42590
"2025-10-16 00:00:00",3,71440,0,0,71440,0,8000,79440
"2025-10-15 00:00:00",5,871710,0,0,871710,0,0,871710
"2025-10-14 00:00:00",3,666190,0,0,666190,0,6000,672190
"2025-10-13 00:00:00",0,0,0,0,0,0,0,0
"2025-10-12 00:00:00",0,0,0,0,0,0,0,0
"2025-10-11 00:00:00",0,0,0,0,0,0,0,0
"2025-10-10 00:00:00",1,56910,0,0,56910,0,4000,60910
"2025-10-09 00:00:00",0,0,0,0,0,0,0,0
"2025-10-08 00:00:00",2,151690,0,15169,136521,0,0,136521
"2025-10-07 00:00:00",6,336650,0,11848,324802,0,8000,332802
"2025-10-06 00:00:00",2,92300,0,0,92300,0,0,92300
"2025-10-05 00:00:00",2,102660,0,0,102660,0,0,102660
"2025-10-04 00:00:00",2,35200,0,0,35200,0,8000,43200
"2025-10-03 00:00:00",5,929360,0,2134,927226,0,10000,937226
"2025-10-02 00:00:00",0,0,0,0,0,0,0,0
"2025-10-01 00:00:00",0,0,0,0,0,0,0,0
"2025-09-30 00:00:00",3,223700,0,0,223700,0,4000,227700
"2025-09-29 00:00:00",3,188550,0,1350,187200,0,8200,195400
"2025-09-28 00:00:00",2,40180,0,0,40180,0,4000,44180
"2025-09-27 00:00:00",0,0,0,0,0,0,0,0
"2025-09-26 00:00:00",2,140610,0,3995,136615,0,0,136615
"2025-09-25 00:00:00",3,139820,0,6991,132829,0,4000,136829
"2025-09-24 00:00:00",0,0,0,0,0,0,0,0
"2025-09-23 00:00:00",3,391830,0,0,391830,0,0,391830
"2025-09-22 00:00:00",0,0,0,0,0,0,0,0
"2025-09-21 00:00:00",1,12200,0,0,12200,0,4000,16200
"2025-09-20 00:00:00",0,0,0,0,0,0,0,0
"2025-09-19 00:00:00",0,0,0,0,0,0,0,0
"2025-09-18 00:00:00",1,61100,0,3055,58045,0,0,58045
"2025-09-17 00:00:00",0,0,0,0,0,0,0,0
"2025-09-16 00:00:00",0,0,0,0,0,0,0,0
"2025-09-15 00:00:00",1,156000,0,0,156000,0,0,156000
"2025-09-14 00:00:00",1,30890,0,1544,29346,0,0,29346
"2025-09-13 00:00:00",1,71930,0,3596,68334,0,0,68334
"2025-09-12 00:00:00",0,0,0,0,0,0,0,0
"2025-09-11 00:00:00",2,148540,0,0,148540,0,0,148540
"2025-09-10 00:00:00",3,659450,0,0,659450,0,0,659450
"2025-09-09 00:00:00",3,163200,0,1917,161283,0,8000,169283
"2025-09-08 00:00:00",4,255100,0,4531,250569,0,3100,253669
"2025-09-07 00:00:00",1,12250,0,612,11638,0,0,11638
"2025-09-06 00:00:00",0,0,0,0,0,0,0,0
"2025-09-05 00:00:00",1,12250,0,612,11638,0,0,11638
"2025-09-04 00:00:00",4,809400,0,3920,805480,0,0,805480
"2025-09-03 00:00:00",4,186590,0,0,186590,0,8200,194790
"2025-09-02 00:00:00",1,12230,0,0,12230,0,4000,16230
"2025-09-01 00:00:00",5,448290,0,0,448290,0,4000,452290
"2025-08-31 00:00:00",0,0,0,0,0,0,0,0
"2025-08-30 00:00:00",1,9800,0,0,9800,0,4000,13800
"2025-08-29 00:00:00",1,12250,0,0,12250,0,4000,16250
"2025-08-28 00:00:00",2,227830,0,0,227830,0,0,227830
"2025-08-27 00:00:00",1,36750,0,0,36750,0,4000,40750
"2025-08-26 00:00:00",3,56050,0,0,56050,0,4000,60050
"2025-08-25 00:00:00",2,84750,0,0,84750,0,0,84750
"2025-08-24 00:00:00",1,26760,0,0,26760,0,4000,30760
"2025-08-23 00:00:00",3,121100,0,0,121100,0,4000,125100
"2025-08-22 00:00:00",3,102200,0,0,102200,0,4000,106200
"2025-08-21 00:00:00",2,277170,0,0,277170,0,0,277170
"2025-08-20 00:00:00",3,86650,0,0,86650,0,8000,94650
"2025-08-19 00:00:00",2,134410,0,0,134410,0,4000,138410
"2025-08-18 00:00:00",0,0,0,0,0,0,0,0
"2025-08-17 00:00:00",0,0,0,0,0,0,0,0
"2025-08-16 00:00:00",1,71950,0,0,71950,0,0,71950
"2025-08-15 00:00:00",0,0,0,0,0,0,0,0
"2025-08-14 00:00:00",5,761610,0,0,761610,0,12000,773610
"2025-08-13 00:00:00",3,56750,0,0,56750,0,12000,68750
"2025-08-12 00:00:00",3,203730,0,0,203730,0,8000,211730
"2025-08-11 00:00:00",2,101100,0,0,101100,0,0,101100
"2025-08-10 00:00:00",0,0,0,0,0,0,0,0
"2025-08-09 00:00:00",2,75360,0,0,75360,0,8000,83360
"2025-08-08 00:00:00",5,394280,0,0,394280,0,8000,402280
"2025-08-07 00:00:00",2,61250,0,0,61250,0,6000,67250
"2025-08-06 00:00:00",7,794490,0,0,794490,0,6800,801290
"2025-08-05 00:00:00",4,418280,0,39729,378551,0,8000,386551
"2025-08-04 00:00:00",3,140620,0,0,140620,0,0,140620
"2025-08-03 00:00:00",0,0,0,0,0,0,0,0
"2025-08-02 00:00:00",0,0,0,0,0,0,0,0
"2025-08-01 00:00:00",1,14640,0,0,14640,0,0,14640
"2025-07-31 00:00:00",1,26750,0,0,26750,0,0,26750
"2025-07-30 00:00:00",8,263363,0,5631,257732,0,12000,269732
"2025-07-29 00:00:00",5,153550,0,5352,148198,0,4000,152198
"2025-07-28 00:00:00",3,144270,0,4079,140191,0,4000,144191
